key_loja,cod_produto,dt_estoque,qt_estoque,is_ruptura,qtd_vendas,tipo_demanda,qtd_venda_interp,des_estado_franquia,categoria_produto,sub_categoria_produto,linha_produto,vlr_venda_tabelado_mean,qtd_vendas_media_1d,qtd_vendas_mediana_1d,qtd_vendas_max_1d,qtd_vendas_min_1d,qtd_vendas_media_7d,qtd_vendas_mediana_7d,qtd_vendas_max_7d,qtd_vendas_min_7d,qtd_vendas_media_30d,qtd_vendas_mediana_30d,qtd_vendas_max_30d,qtd_vendas_min_30d,qtd_vendas_media_60d,qtd_vendas_mediana_60d,qtd_vendas_max_60d,qtd_vendas_min_60d,media_1d_7d_ratio_qtd_vendas,media_1d_30d_ratio_qtd_vendas,media_1d_60d_ratio_qtd_vendas,media_7d_30d_ratio_qtd_vendas,media_7d_60d_ratio_qtd_vendas,media_30d_60d_ratio_qtd_vendas,mediana_1d_7d_ratio_qtd_vendas,mediana_1d_30d_ratio_qtd_vendas,mediana_1d_60d_ratio_qtd_vendas,mediana_7d_30d_ratio_qtd_vendas,mediana_7d_60d_ratio_qtd_vendas,mediana_30d_60d_ratio_qtd_vendas,max_1d_7d_ratio_qtd_vendas,max_1d_30d_ratio_qtd_vendas,max_1d_60d_ratio_qtd_vendas,max_7d_30d_ratio_qtd_vendas,max_7d_60d_ratio_qtd_vendas,max_30d_60d_ratio_qtd_vendas,min_1d_7d_ratio_qtd_vendas,min_1d_30d_ratio_qtd_vendas,min_1d_60d_ratio_qtd_vendas,min_7d_30d_ratio_qtd_vendas,min_7d_60d_ratio_qtd_vendas,min_30d_60d_ratio_qtd_vendas,vlr_venda_tabelado_mean_media_1d,vlr_venda_tabelado_mean_mediana_1d,vlr_venda_tabelado_mean_max_1d,vlr_venda_tabelado_mean_min_1d,vlr_venda_tabelado_mean_media_7d,vlr_venda_tabelado_mean_mediana_7d,vlr_venda_tabelado_mean_max_7d,vlr_venda_tabelado_mean_min_7d,vlr_venda_tabelado_mean_media_30d,vlr_venda_tabelado_mean_mediana_30d,vlr_venda_tabelado_mean_max_30d,vlr_venda_tabelado_mean_min_30d,vlr_venda_tabelado_mean_media_60d,vlr_venda_tabelado_mean_mediana_60d,vlr_venda_tabelado_mean_max_60d,vlr_venda_tabelado_mean_min_60d,media_1d_7d_ratio_vlr_venda_tabelado_mean,media_1d_30d_ratio_vlr_venda_tabelado_mean,media_1d_60d_ratio_vlr_venda_tabelado_mean,media_7d_30d_ratio_vlr_venda_tabelado_mean,media_7d_60d_ratio_vlr_venda_tabelado_mean,media_30d_60d_ratio_vlr_venda_tabelado_mean,mediana_1d_7d_ratio_vlr_venda_tabelado_mean,mediana_1d_30d_ratio_vlr_venda_tabelado_mean,mediana_1d_60d_ratio_vlr_venda_tabelado_mean,mediana_7d_30d_ratio_vlr_venda_tabelado_mean,mediana_7d_60d_ratio_vlr_venda_tabelado_mean,mediana_30d_60d_ratio_vlr_venda_tabelado_mean,max_1d_7d_ratio_vlr_venda_tabelado_mean,max_1d_30d_ratio_vlr_venda_tabelado_mean,max_1d_60d_ratio_vlr_venda_tabelado_mean,max_7d_30d_ratio_vlr_venda_tabelado_mean,max_7d_60d_ratio_vlr_venda_tabelado_mean,max_30d_60d_ratio_vlr_venda_tabelado_mean,min_1d_7d_ratio_vlr_venda_tabelado_mean,min_1d_30d_ratio_vlr_venda_tabelado_mean,min_1d_60d_ratio_vlr_venda_tabelado_mean,min_7d_30d_ratio_vlr_venda_tabelado_mean,min_7d_60d_ratio_vlr_venda_tabelado_mean,min_30d_60d_ratio_vlr_venda_tabelado_mean,qt_estoque_media_1d,qt_estoque_mediana_1d,qt_estoque_max_1d,qt_estoque_min_1d,qt_estoque_media_7d,qt_estoque_mediana_7d,qt_estoque_max_7d,qt_estoque_min_7d,qt_estoque_media_30d,qt_estoque_mediana_30d,qt_estoque_max_30d,qt_estoque_min_30d,qt_estoque_media_60d,qt_estoque_mediana_60d,qt_estoque_max_60d,qt_estoque_min_60d,media_1d_7d_ratio_qt_estoque,media_1d_30d_ratio_qt_estoque,media_1d_60d_ratio_qt_estoque,media_7d_30d_ratio_qt_estoque,media_7d_60d_ratio_qt_estoque,media_30d_60d_ratio_qt_estoque,mediana_1d_7d_ratio_qt_estoque,mediana_1d_30d_ratio_qt_estoque,mediana_1d_60d_ratio_qt_estoque,mediana_7d_30d_ratio_qt_estoque,mediana_7d_60d_ratio_qt_estoque,mediana_30d_60d_ratio_qt_estoque,max_1d_7d_ratio_qt_estoque,max_1d_30d_ratio_qt_estoque,max_1d_60d_ratio_qt_estoque,max_7d_30d_ratio_qt_estoque,max_7d_60d_ratio_qt_estoque,max_30d_60d_ratio_qt_estoque,min_1d_7d_ratio_qt_estoque,min_1d_30d_ratio_qt_estoque,min_1d_60d_ratio_qt_estoque,min_7d_30d_ratio_qt_estoque,min_7d_60d_ratio_qt_estoque,min_30d_60d_ratio_qt_estoque,day_of_the_week
184413,3,48253,2024-10-05,0.0,1,,Intermittent,1.0,GO,217.0,422944,731659,170.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170.7,170.7,170.7,170.7,170.7,170.7,170.7,170.7,170.7,170.7,170.7,170.7,170.7,170.7,170.7,170.7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,5
184472,3,77690,2024-10-05,0.0,1,,Intermittent,1.0,GO,217.0,422944,390554,209.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,209.7,209.7,209.7,209.7,209.7,209.7,209.7,209.7,209.7,209.7,209.7,209.7,209.7,209.7,209.7,209.7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03333333333333333,0.0,1.0,0.0,,,0.0,,0.0,0.0,,,,,,,,,0.0,,0.0,0.0,,,,,,,5
184477,3,82037,2024-10-05,0.0,1,,Intermittent,1.0,GO,157293.0,483679,390554,239.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,239.7,239.7,239.7,239.7,239.7,239.7,239.7,239.7,239.7,239.7,239.7,239.7,234.2,239.7,239.7,224.7,1.0,1.0,1.0234842015371477,1.0,1.0234842015371477,1.0234842015371477,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0667556742323097,1.0,1.0667556742323097,1.0667556742323097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.0,1.0,0.0,0.05,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,1.3333333333333333,,,,,,,,0.0,0.0,0.0,0.0,1.0,,,,,,,5
184879,8,49880,2024-10-05,20.0,0,0.0,Intermittent,0.0,MG,217.0,422944,390554,149.7,0.0,0.0,0.0,0.0,0.5714285714285714,0.0,2.0,0.0,0.5666666666666667,0.0,3.0,0.0,0.45,0.0,3.0,0.0,0.0,0.0,0.0,1.0084033613445378,1.2698412698412698,1.2592592592592593,,,,,,,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,1.0,,,,,,,149.7,149.7,149.7,149.7,149.7,149.7,149.7,149.7,156.35333333333335,149.7,224.54999999999998,149.7,153.02666666666667,149.7,224.54999999999998,149.7,1.0,0.9574468085106381,0.9782608695652173,0.9574468085106381,0.9782608695652173,1.0217391304347827,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,1.0,20.0,20.0,20.0,20.0,22.285714285714285,22.0,24.0,20.0,14.966666666666667,12.5,24.0,10.0,12.683333333333334,12.0,24.0,1.0,0.8974358974358975,1.3363028953229399,1.5768725361366622,1.48902322621699,1.7570865402665665,1.1800262812089355,0.9090909090909091,1.6,1.6666666666666667,1.76,1.8333333333333333,1.0416666666666667,0.8333333333333334,0.8333333333333334,0.8333333333333334,1.0,1.0,1.0,1.0,2.0,20.0,2.0,20.0,10.0,5
185125,3,48253,2024-10-06,0.0,1,,Intermittent,1.0,GO,217.0,422944,731659,170.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170.7,170.7,170.7,170.7,170.7,170.7,170.7,170.7,170.7,170.7,170.7,170.7,170.7,170.7,170.7,170.7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,6
185184,3,77690,2024-10-06,0.0,1,,Intermittent,1.0,GO,217.0,422944,390554,209.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,209.7,209.7,209.7,209.7,209.7,209.7,209.7,209.7,209.7,209.7,209.7,209.7,209.7,209.7,209.7,209.7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03333333333333333,0.0,1.0,0.0,,,0.0,,0.0,0.0,,,,,,,,,0.0,,0.0,0.0,,,,,,,6
185189,3,82037,2024-10-06,0.0,1,,Intermittent,1.0,GO,157293.0,483679,390554,239.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,239.7,239.7,239.7,239.7,239.7,239.7,239.7,239.7,239.7,239.7,239.7,239.7,234.45,239.7,239.7,224.7,1.0,1.0,1.0223928342930262,1.0,1.0223928342930262,1.0223928342930262,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0667556742323097,1.0,1.0667556742323097,1.0667556742323097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.0,1.0,0.0,0.05,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,1.3333333333333333,,,,,,,,0.0,0.0,0.0,0.0,1.0,,,,,,,6
185591,8,49880,2024-10-06,20.0,0,0.0,Intermittent,0.0,MG,217.0,422944,390554,149.7,0.0,0.0,0.0,0.0,0.42857142857142855,0.0,2.0,0.0,0.5333333333333333,0.0,3.0,0.0,0.43333333333333335,0.0,3.0,0.0,0.0,0.0,0.0,0.8035714285714285,0.9890109890109889,1.2307692307692306,,,,,,,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,1.0,,,,,,,149.7,149.7,149.7,149.7,149.7,149.7,149.7,149.7,156.35333333333332,149.7,224.54999999999998,149.7,153.02666666666664,149.7,224.54999999999998,149.7,1.0,0.9574468085106382,0.9782608695652175,0.9574468085106382,0.9782608695652175,1.0217391304347827,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,1.0,20.0,20.0,20.0,20.0,21.714285714285715,22.0,23.0,20.0,15.233333333333333,13.0,24.0,10.0,12.966666666666667,12.5,24.0,1.0,0.9210526315789473,1.3129102844638951,1.5424164524421593,1.4254454517036574,1.6746235769372018,1.1748071979434447,0.9090909090909091,1.5384615384615385,1.6,1.6923076923076923,1.76,1.04,0.8695652173913043,0.8333333333333334,0.8333333333333334,0.9583333333333334,0.9583333333333334,1.0,1.0,2.0,20.0,2.0,20.0,10.0,6
185837,3,48253,2024-10-07,0.0,1,,Intermittent,1.0,GO,217.0,422944,731659,170.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170.7,170.7,170.7,170.7,170.7,170.7,170.7,170.7,170.7,170.7,170.7,170.7,170.7,170.7,170.7,170.7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0
185896,3,77690,2024-10-07,0.0,1,,Intermittent,1.0,GO,217.0,422944,390554,209.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,209.7,209.7,209.7,209.7,209.7,209.7,209.7,209.7,209.7,209.7,209.7,209.7,209.7,209.7,209.7,209.7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03333333333333333,0.0,1.0,0.0,,,0.0,,0.0,0.0,,,,,,,,,0.0,,0.0,0.0,,,,,,,0
185901,3,82037,2024-10-07,0.0,1,,Intermittent,1.0,GO,157293.0,483679,390554,239.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,239.7,239.7,239.7,239.7,239.7,239.7,239.7,239.7,239.7,239.7,239.7,239.7,234.69999999999996,239.7,239.7,224.7,1.0,1.0,1.0213037920749894,1.0,1.0213037920749894,1.0213037920749894,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0667556742323097,1.0,1.0667556742323097,1.0667556742323097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.0,1.0,0.0,0.05,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,1.3333333333333333,,,,,,,,0.0,0.0,0.0,0.0,1.0,,,,,,,0
186303,8,49880,2024-10-07,20.0,0,0.0,Intermittent,0.0,MG,217.0,422944,390554,149.7,0.0,0.0,0.0,0.0,0.42857142857142855,0.0,2.0,0.0,0.5,0.0,3.0,0.0,0.43333333333333335,0.0,3.0,0.0,0.0,0.0,0.0,0.8571428571428571,0.9890109890109889,1.1538461538461537,,,,,,,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,1.0,,,,,,,149.7,149.7,149.7,149.7,149.7,149.7,149.7,149.7,156.35333333333332,149.7,224.54999999999998,149.7,153.02666666666664,149.7,224.54999999999998,149.7,1.0,0.9574468085106382,0.9782608695652175,0.9574468085106382,0.9782608695652175,1.0217391304347827,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,1.0,20.0,20.0,20.0,20.0,21.285714285714285,22.0,23.0,20.0,15.533333333333333,14.5,24.0,10.0,13.266666666666667,13.0,24.0,1.0,0.9395973154362417,1.2875536480686696,1.507537688442211,1.370324954015941,1.604450825556353,1.1708542713567838,0.9090909090909091,1.3793103448275863,1.5384615384615385,1.5172413793103448,1.6923076923076923,1.1153846153846154,0.8695652173913043,0.8333333333333334,0.8333333333333334,0.9583333333333334,0.9583333333333334,1.0,1.0,2.0,20.0,2.0,20.0,10.0,0
186549,3,48253,2024-10-08,0.0,1,,Intermittent,1.0,GO,217.0,422944,731659,170.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170.7,170.7,170.7,170.7,170.7,170.7,170.7,170.7,170.7,170.7,170.7,170.7,170.7,170.7,170.7,170.7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,1
186608,3,77690,2024-10-08,0.0,1,,Intermittent,1.0,GO,217.0,422944,390554,209.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,209.7,209.7,209.7,209.7,209.7,209.7,209.7,209.7,209.7,209.7,209.7,209.7,209.7,209.7,209.7,209.7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03333333333333333,0.0,1.0,0.0,,,0.0,,0.0,0.0,,,,,,,,,0.0,,0.0,0.0,,,,,,,1
186613,3,82037,2024-10-08,0.0,1,,Intermittent,1.0,GO,157293.0,483679,390554,239.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,239.7,239.7,239.7,239.7,239.7,239.7,239.7,239.7,239.7,239.7,239.7,239.7,234.95,239.7,239.7,224.7,1.0,1.0,1.020217067461162,1.0,1.020217067461162,1.020217067461162,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0667556742323097,1.0,1.0667556742323097,1.0667556742323097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.0,1.0,0.0,0.05,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,1.3333333333333333,,,,,,,,0.0,0.0,0.0,0.0,1.0,,,,,,,1
187015,8,49880,2024-10-08,20.0,0,1.0,Intermittent,1.0,MG,217.0,422944,390554,149.7,0.0,0.0,0.0,0.0,0.2857142857142857,0.0,2.0,0.0,0.5,0.0,3.0,0.0,0.43333333333333335,0.0,3.0,0.0,0.0,0.0,0.0,0.5714285714285714,0.6593406593406593,1.1538461538461537,,,,,,,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,1.0,,,,,,,149.7,149.7,149.7,149.7,149.7,149.7,149.7,149.7,156.35333333333332,149.7,224.54999999999998,149.7,153.02666666666667,149.7,224.54999999999998,149.7,1.0,0.9574468085106382,0.9782608695652173,0.9574468085106382,0.9782608695652173,1.0217391304347825,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,1.0,20.0,20.0,20.0,20.0,20.857142857142858,20.0,22.0,20.0,15.633333333333333,14.5,24.0,10.0,13.566666666666666,13.0,24.0,1.0,0.958904109589041,1.279317697228145,1.4742014742014742,1.3341455985379227,1.5373815373815374,1.1523341523341524,1.0,1.3793103448275863,1.5384615384615385,1.3793103448275863,1.5384615384615385,1.1153846153846154,0.9090909090909091,0.8333333333333334,0.8333333333333334,0.9166666666666666,0.9166666666666666,1.0,1.0,2.0,20.0,2.0,20.0,10.0,1
187261,3,48253,2024-10-09,0.0,1,,Intermittent,1.0,GO,217.0,422944,731659,170.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170.7,170.7,170.7,170.7,170.7,170.7,170.7,170.7,170.7,170.7,170.7,170.7,170.7,170.7,170.7,170.7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2
187320,3,77690,2024-10-09,0.0,1,,Intermittent,1.0,GO,217.0,422944,390554,209.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,209.7,209.7,209.7,209.7,209.7,209.7,209.7,209.7,209.7,209.7,209.7,209.7,209.7,209.7,209.7,209.7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03333333333333333,0.0,1.0,0.0,,,0.0,,0.0,0.0,,,,,,,,,0.0,,0.0,0.0,,,,,,,2
187325,3,82037,2024-10-09,0.0,1,,Intermittent,1.0,GO,157293.0,483679,390554,239.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,239.7,239.7,239.7,239.7,239.7,239.7,239.7,239.7,239.7,239.7,239.7,239.7,235.19999999999996,239.7,239.7,224.7,1.0,1.0,1.0191326530612246,1.0,1.0191326530612246,1.0191326530612246,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0667556742323097,1.0,1.0667556742323097,1.0667556742323097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.0,1.0,0.0,0.05,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,1.3333333333333333,,,,,,,,0.0,0.0,0.0,0.0,1.0,,,,,,,2
187727,8,49880,2024-10-09,18.0,0,0.0,Intermittent,0.0,MG,217.0,422944,390554,149.7,1.0,1.0,1.0,1.0,0.42857142857142855,0.0,2.0,0.0,0.5333333333333333,0.0,3.0,0.0,0.45,0.0,3.0,0.0,2.3333333333333335,1.875,2.2222222222222223,0.8035714285714285,0.9523809523809523,1.1851851851851851,inf,inf,inf,,,,0.5,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,1.0,inf,inf,inf,,,,149.7,149.7,149.7,149.7,149.7,149.7,149.7,149.7,156.35333333333332,149.7,224.54999999999998,149.7,153.02666666666664,149.7,224.54999999999998,149.7,1.0,0.9574468085106382,0.9782608695652175,0.9574468085106382,0.9782608695652175,1.0217391304347827,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,1.0,20.0,20.0,20.0,20.0,20.571428571428573,20.0,22.0,20.0,15.733333333333333,14.5,24.0,10.0,13.866666666666667,13.0,24.0,1.0,0.9722222222222221,1.2711864406779663,1.4423076923076923,1.3075060532687652,1.4835164835164836,1.1346153846153846,1.0,1.3793103448275863,1.5384615384615385,1.3793103448275863,1.5384615384615385,1.1153846153846154,0.9090909090909091,0.8333333333333334,0.8333333333333334,0.9166666666666666,0.9166666666666666,1.0,1.0,2.0,20.0,2.0,20.0,10.0,2
187973,3,48253,2024-10-10,0.0,1,,Intermittent,1.0,GO,217.0,422944,731659,170.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170.7,170.7,170.7,170.7,170.7,170.7,170.7,170.7,170.7,170.7,170.7,170.7,170.7,170.7,170.7,170.7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,3
188032,3,77690,2024-10-10,0.0,1,,Intermittent,1.0,GO,217.0,422944,390554,209.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,209.7,209.7,209.7,209.7,209.7,209.7,209.7,209.7,209.7,209.7,209.7,209.7,209.7,209.7,209.7,209.7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016666666666666666,0.0,1.0,0.0,,,0.0,,0.0,0.0,,,,,,,,,0.0,,0.0,0.0,,,,,,,3
188037,3,82037,2024-10-10,0.0,1,,Intermittent,1.0,GO,157293.0,483679,390554,239.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,239.7,239.7,239.7,239.7,239.7,239.7,239.7,239.7,239.7,239.7,239.7,239.7,235.45,239.7,239.7,224.7,1.0,1.0,1.0180505415162455,1.0,1.0180505415162455,1.0180505415162455,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0667556742323097,1.0,1.0667556742323097,1.0667556742323097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03333333333333333,0.0,1.0,0.0,0.05,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.6666666666666666,,,,,,,,0.0,0.0,0.0,0.0,1.0,,,,,,,3
188439,8,49880,2024-10-10,18.0,0,1.0,Intermittent,1.0,MG,217.0,422944,390554,149.7,0.0,0.0,0.0,0.0,0.42857142857142855,0.0,2.0,0.0,0.5333333333333333,0.0,3.0,0.0,0.45,0.0,3.0,0.0,0.0,0.0,0.0,0.8035714285714285,0.9523809523809523,1.1851851851851851,,,,,,,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,1.0,,,,,,,149.7,149.7,149.7,149.7,149.7,149.7,149.7,149.7,156.35333333333332,149.7,224.54999999999998,149.7,153.02666666666667,149.7,224.54999999999998,149.7,1.0,0.9574468085106382,0.9782608695652173,0.9574468085106382,0.9782608695652173,1.0217391304347825,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,1.0,18.0,18.0,18.0,18.0,20.0,20.0,22.0,18.0,15.766666666666667,14.5,24.0,10.0,14.133333333333333,13.5,24.0,1.0,0.9,1.1416490486257929,1.2735849056603774,1.2684989429175475,1.4150943396226416,1.1155660377358492,0.9,1.2413793103448276,1.3333333333333333,1.3793103448275863,1.4814814814814814,1.0740740740740742,0.8181818181818182,0.75,0.75,0.9166666666666666,0.9166666666666666,1.0,1.0,1.8,18.0,1.8,18.0,10.0,3
188685,3,48253,2024-10-11,0.0,1,,Intermittent,1.0,GO,217.0,422944,731659,170.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170.7,170.7,170.7,170.7,170.7,170.7,170.7,170.7,170.7,170.7,170.7,170.7,170.7,170.7,170.7,170.7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,4
188744,3,77690,2024-10-11,0.0,1,,Intermittent,1.0,GO,217.0,422944,390554,209.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,209.7,209.7,209.7,209.7,209.7,209.7,209.7,209.7,209.7,209.7,209.7,209.7,209.7,209.7,209.7,209.7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016666666666666666,0.0,1.0,0.0,,,0.0,,0.0,0.0,,,,,,,,,0.0,,0.0,0.0,,,,,,,4
